# 글리프 인덱스 → 문자 표 (폰트 시트 $CA:1137 전사)
# docs/04 15앵커 + 오십음도 배열로 카나 확정, 기호·한자는 시트 육안 전사.
# 0x00-0x01=공백, 0x02-0x0B=숫자, 0x10-0x5F=히라가나, 0x60-0xB2=카타카나, 0xE4+=한자
0x08A	ロ
0x08B	ワ
0x08C	ヲ
0x08D	ン
0x08E	ッ
0x08F	ァ
0x090	ィ
0x091	ゥ
0x092	ェ
0x093	ォ
0x094	ヵ
0x095	ヶ
0x096	ャ
0x097	ュ
0x098	ョ
0x099	ヴ
0x09A	ガ
0x09B	ギ
0x09C	グ
0x09D	ゲ
0x09E	ゴ
0x09F	ザ
0x0A0	ジ
0x0A1	ズ
0x0A2	ゼ
0x0A3	ゾ
0x0A4	ダ
0x0A5	ヂ
0x0A6	ヅ
0x0A7	デ
0x0A8	ド
0x0A9	バ
0x0AA	ビ
0x0AB	ブ
0x0AC	ベ
0x0AD	ボ
0x0AE	パ
0x0AF	ピ
0x0B0	プ
0x0B1	ペ
0x0B2	ポ
0x0B3	、
0x0B4	。
0x0B5	ー
0x0B6	〜
0x0B7	…
0x0B8	A
0x0B9	B
0x0BA	C
0x0BB	D
0x0BC	E
0x0BD	F
0x0BE	G
0x0BF	H
0x0C0	I
0x0C1	J
0x0C2	K
0x0C3	L
0x0C4	M
0x0C5	N
0x0C6	O
0x0C7	P
0x0C8	Q
0x0C9	R
0x0CA	S
0x0CB	T
0x0CC	U
0x0CD	V
0x0CE	W
0x0CF	X
0x0D0	Y
0x0D1	Z
0x0D2	゛
0x0D3	゜
0x0D4	！
0x0D5	？
0x0D6	。
0x0D7	・
0x0D8	：
0x0D9	（
0x0DA	）
0x0DB	＋
0x0DC	－
0x0DD	×
0x0DE	／
0x0DF	÷
0x0E0	％
0x0E1	＆
0x0E2	＝
0x0E3	♥
0x0E4	一
0x0E5	九
0x0E6	七
0x0E7	十
0x0E8	人
0x0E9	二
0x0EA	入
0x0EB	八
0x0EC	力
0x0ED	下
0x0EE	口
0x0EF	三
0x0F0	山
0x0F1	子
0x0F2	女
0x0F3	小
0x0F4	上
0x0F5	千
0x0F6	川
0x0F7	大
0x0F8	土
0x0F9	夕
0x0FA	円
0x0FB	王
0x0FC	火
0x0FD	月
0x0FE	犬
0x0FF	五
# --- 한자 0x100-0x17F (교육한자 순, 앵커 光=0x15C 확인) ---
0x100	手
0x101	水
0x102	中
0x103	天
0x104	日
0x105	文
0x106	木
0x107	立
0x108	六
0x109	右
0x10A	玉
0x10B	左
0x10C	四
0x10D	出
0x10E	正
0x10F	生
0x110	石
0x111	田
0x112	白
0x113	本
0x114	目
0x115	気
0x116	休
0x117	糸
0x118	字
0x119	耳
0x11A	先
0x11B	早
0x11C	竹
0x11D	虫
0x11E	年
0x11F	百
0x120	名
0x121	花
0x122	貝
0x123	見
0x124	車
0x125	赤
0x126	足
0x127	村
0x128	男
0x129	町
0x12A	雨
0x12B	学
0x12C	金
0x12D	空
0x12E	青
0x12F	林
0x130	音
0x131	草
0x132	校
0x133	森
0x134	刀
0x135	丸
0x136	弓
0x137	工
0x138	才
0x139	万
0x13A	引
0x13B	牛
0x13C	元
0x13D	戸
0x13E	午
0x13F	公
0x140	今
0x141	止
0x142	少
0x143	心
0x144	切
0x145	太
0x146	内
0x147	父
0x148	分
0x149	方
0x14A	毛
0x14B	友
0x14C	外
0x14D	兄
0x14E	古
0x14F	広
0x150	市
0x151	台
0x152	冬
0x153	半
0x154	母
0x155	北
0x156	矢
0x157	用
0x158	羽
0x159	会
0x15A	回
0x15B	交
0x15C	光
0x15D	考
0x15E	行
0x15F	合
0x160	寺
0x161	自
0x162	色
0x163	西
0x164	多
0x165	地
0x166	池
0x167	当
0x168	同
0x169	肉
0x16A	米
0x16B	毎
0x16C	何
0x16D	角
0x16E	汽
0x16F	近
0x170	形
0x171	言
0x172	作
0x173	社
0x174	図
0x175	声
0x176	走
0x177	体
0x178	谷
0x179	弟
0x17A	売
0x17B	麦
0x17C	来
0x17D	里
0x17E	画
0x17F	岩
# --- 한자 0x180-0x1FF ---
0x180	京
0x181	国
0x182	姉
0x183	知
0x184	長
0x185	直
0x186	店
0x187	東
0x188	歩
0x189	妹
0x18A	明
0x18B	門
0x18C	夜
0x18D	科
0x18E	海
0x18F	活
0x190	計
0x191	後
0x192	思
0x193	室
0x194	首
0x195	秋
0x196	春
0x197	食
0x198	星
0x199	前
0x19A	茶
0x19B	昼
0x19C	点
0x19D	南
0x19E	風
0x19F	夏
0x1A0	家
0x1A1	帰
0x1A2	記
0x1A3	原
0x1A4	高
0x1A5	紙
0x1A6	時
0x1A7	弱
0x1A8	書
0x1A9	通
0x1AA	馬
0x1AB	黄
0x1AC	魚
0x1AD	強
0x1AE	教
0x1AF	黒
0x1B0	細
0x1B1	週
0x1B2	雪
0x1B3	船
0x1B4	組
0x1B5	鳥
0x1B6	野
0x1B7	理
0x1B8	雲
0x1B9	絵
0x1BA	間
0x1BB	場
0x1BC	晴
0x1BD	朝
0x1BE	答
0x1BF	道
0x1C0	買
0x1C1	番
0x1C2	園
0x1C3	遠
0x1C4	楽
0x1C5	新
0x1C6	数
0x1C7	電
0x1C8	話
0x1C9	歌
0x1CA	語
0x1CB	算
0x1CC	読
0x1CD	聞
0x1CE	鳴
0x1CF	線
0x1D0	親
0x1D1	頭
0x1D2	顔
0x1D3	曜
0x1D4	丁
0x1D5	化
0x1D6	区
0x1D7	反
0x1D8	予
0x1D9	央
0x1DA	去
0x1DB	号
0x1DC	皿
0x1DD	仕
0x1DE	写
0x1DF	主
0x1E0	申
0x1E1	世
0x1E2	他
0x1E3	打
0x1E4	代
0x1E5	皮
0x1E6	氷
0x1E7	平
0x1E8	由
0x1E9	礼
0x1EA	安
0x1EB	曲
0x1EC	血
0x1ED	向
0x1EE	死
0x1EF	次
0x1F0	武
0x1F1	守
0x1F2	州
0x1F3	全
0x1F4	有
0x1F5	羊
0x1F6	両
0x1F7	列
0x1F8	医
0x1F9	究
0x1FA	局
0x1FB	君
0x1FC	決
0x1FD	坂
0x1FE	住
0x1FF	助
# --- 한자 0x200-0x27F (앵커 界=0x223,第=0x25F,勝=0x275 확인; 0x22F 練=불확실) ---
0x200	身
0x201	対
0x202	投
0x203	豆
0x204	返
0x205	役
0x206	委
0x207	育
0x208	泳
0x209	岸
0x20A	苦
0x20B	具
0x20C	幸
0x20D	使
0x20E	始
0x20F	事
0x210	実
0x211	者
0x212	取
0x213	受
0x214	所
0x215	昔
0x216	注
0x217	定
0x218	波
0x219	板
0x21A	表
0x21B	服
0x21C	物
0x21D	放
0x21E	味
0x21F	命
0x220	油
0x221	和
0x222	屋
0x223	界
0x224	客
0x225	急
0x226	級
0x227	係
0x228	研
0x229	県
0x22A	指
0x22B	持
0x22C	拾
0x22D	重
0x22E	昭
0x22F	乗
0x230	神
0x231	相
0x232	送
0x233	待
0x234	炭
0x235	柱
0x236	追
0x237	度
0x238	畑
0x239	発
0x23A	美
0x23B	秒
0x23C	品
0x23D	負
0x23E	面
0x23F	洋
0x240	員
0x241	院
0x242	荷
0x243	起
0x244	宮
0x245	庫
0x246	根
0x247	酒
0x248	消
0x249	真
0x24A	息
0x24B	速
0x24C	庭
0x24D	島
0x24E	配
0x24F	倍
0x250	病
0x251	勉
0x252	流
0x253	旅
0x254	悪
0x255	球
0x256	祭
0x257	終
0x258	習
0x259	宿
0x25A	商
0x25B	章
0x25C	深
0x25D	進
0x25E	族
0x25F	第
0x260	帳
0x261	笛
0x262	転
0x263	都
0x264	動
0x265	部
0x266	問
0x267	飲
0x268	運
0x269	温
0x26A	開
0x26B	階
0x26C	関
0x26D	寒
0x26E	期
0x26F	軽
0x270	湖
0x271	港
0x272	歯
0x273	集
0x274	暑
0x275	勝
0x276	植
0x277	短
0x278	著
0x279	登
0x27A	湯
0x27B	等
0x27C	童
0x27D	悲
0x27E	筆
0x27F	遊
# --- 한자 0x280-0x2FF (앵커 栄=0x2ED확인; 0x290鼻·0x2B0氏 확인요) ---
0x280	葉
0x281	陽
0x282	落
0x283	暗
0x284	意
0x285	感
0x286	漢
0x287	業
0x288	詩
0x289	想
0x28A	鉄
0x28B	農
0x28C	福
0x28D	路
0x28E	駅
0x28F	銀
0x290	鼻
0x291	様
0x292	緑
0x293	練
0x294	横
0x295	談
0x296	調
0x297	箱
0x298	館
0x299	橋
0x29A	整
0x29B	薬
0x29C	題
0x29D	士
0x29E	挙
0x29F	欠
0x2A0	民
0x2A1	不
0x2A2	夫
0x2A3	以
0x2A4	加
0x2A5	功
0x2A6	札
0x2A7	司
0x2A8	史
0x2A9	失
0x2AA	必
0x2AB	付
0x2AC	辺
0x2AD	包
0x2AE	末
0x2AF	未
0x2B0	氏
0x2B1	令
0x2B2	衣
0x2B3	印
0x2B4	各
0x2B5	共
0x2B6	好
0x2B7	成
0x2B8	争
0x2B9	仲
0x2BA	兆
0x2BB	伝
0x2BC	灯
0x2BD	老
0x2BE	位
0x2BF	囲
0x2C0	改
0x2C1	完
0x2C2	希
0x2C3	求
0x2C4	芸
0x2C5	告
0x2C6	材
0x2C7	児
0x2C8	初
0x2C9	臣
0x2CA	折
0x2CB	束
0x2CC	低
0x2CD	努
0x2CE	兵
0x2CF	別
0x2D0	利
0x2D1	良
0x2D2	冷
0x2D3	労
0x2D4	英
0x2D5	果
0x2D6	芽
0x2D7	官
0x2D8	季
0x2D9	泣
0x2DA	協
0x2DB	径
0x2DC	固
0x2DD	刷
0x2DE	参
0x2DF	治
0x2E0	周
0x2E1	松
0x2E2	卒
0x2E3	底
0x2E4	的
0x2E5	典
0x2E6	毒
0x2E7	念
0x2E8	府
0x2E9	法
0x2EA	牧
0x2EB	例
0x2EC	胃
0x2ED	栄
0x2EE	紀
0x2EF	軍
0x2F0	型
0x2F1	建
0x2F2	昨
0x2F3	祝
0x2F4	省
0x2F5	信
0x2F6	浅
0x2F7	単
0x2F8	飛
0x2F9	変
0x2FA	便
0x2FB	約
0x2FC	勇
0x2FD	要
0x2FE	案
0x2FF	害
# --- 한자 0x300-0x37F (앵커 烈=0x365,豪=0x366,優=0x372; 0x367~인명한자; 0x34A関·0x36F蝦 확인요) ---
0x300	訓
0x301	郡
0x302	候
0x303	航
0x304	差
0x305	殺
0x306	残
0x307	借
0x308	笑
0x309	席
0x30A	倉
0x30B	孫
0x30C	帯
0x30D	徒
0x30E	特
0x30F	梅
0x310	粉
0x311	脈
0x312	浴
0x313	料
0x314	連
0x315	貨
0x316	械
0x317	救
0x318	健
0x319	康
0x31A	菜
0x31B	産
0x31C	唱
0x31D	清
0x31E	巣
0x31F	側
0x320	停
0x321	堂
0x322	得
0x323	敗
0x324	票
0x325	副
0x326	望
0x327	陸
0x328	街
0x329	覚
0x32A	喜
0x32B	給
0x32C	極
0x32D	景
0x32E	結
0x32F	最
0x330	散
0x331	順
0x332	焼
0x333	象
0x334	然
0x335	隊
0x336	達
0x337	貯
0x338	博
0x339	飯
0x33A	費
0x33B	満
0x33C	無
0x33D	量
0x33E	愛
0x33F	塩
0x340	試
0x341	辞
0x342	照
0x343	節
0x344	戦
0x345	続
0x346	置
0x347	腸
0x348	働
0x349	管
0x34A	関
0x34B	旗
0x34C	漁
0x34D	察
0x34E	種
0x34F	静
0x350	説
0x351	歴
0x352	億
0x353	課
0x354	器
0x355	賞
0x356	選
0x357	熱
0x358	標
0x359	養
0x35A	輪
0x35B	機
0x35C	積
0x35D	録
0x35E	観
0x35F	験
0x360	類
0x361	願
0x362	鏡
0x363	議
0x364	競
0x365	烈
0x366	豪
0x367	藤
0x368	吉
0x369	郎
0x36A	沢
0x36B	彦
0x36C	佐
0x36D	駆
0x36E	団
0x36F	蝦
0x370	樹
0x371	貴
0x372	優
0x373	鷹
0x374	沖
0x375	岡
0x376	柳
0x377	破
0x378	驚
0x379	拳
0x37A	覆
0x37B	忍
0x37C	了
0x37D	燃
0x37E	技
0x37F	術
# --- 한자 0x380-0x3EF (앵커 制=0x38B,逆=0x3B1; 0x3B3武·0x3B9連·0x3ED決 확인요) ---
0x380	鋼
0x381	紅
0x382	荒
0x383	権
0x384	能
0x385	舞
0x386	性
0x387	義
0x388	営
0x389	宣
0x38A	爆
0x38B	制
0x38C	復
0x38D	導
0x38E	昇
0x38F	挑
0x390	状
0x391	攻
0x392	撃
0x393	基
0x394	々
0x395	可
0x396	造
0x397	液
0x398	現
0x399	某
0x39A	素
0x39B	師
0x39C	匠
0x39D	幕
0x39E	謎
0x39F	倒
0x3A0	革
0x3A1	仮
0x3A2	魔
0x3A3	城
0x3A4	炎
0x3A5	恋
0x3A6	敵
0x3A7	嬢
0x3A8	模
0x3A9	娘
0x3AA	夢
0x3AB	映
0x3AC	個
0x3AD	刃
0x3AE	剣
0x3AF	阪
0x3B0	華
0x3B1	逆
0x3B2	富
0x3B3	武
0x3B4	闘
0x3B5	杉
0x3B6	監
0x3B7	督
0x3B8	禁
0x3B9	連
0x3BA	準
0x3BB	備
0x3BC	格
0x3BD	条
0x3BE	件
0x3BF	龍
0x3C0	乱
0x3C1	率
0x3C2	割
0x3C3	壊
0x3C4	在
0x3C5	績
0x3C6	存
0x3C7	絶
0x3C8	応
0x3C9	盟
0x3CA	比
0x3CB	設
0x3CC	保
0x3CD	逃
0x3CE	常
0x3CF	探
0x3D0	情
0x3D1	報
0x3D2	雑
0x3D3	経
0x3D4	催
0x3D5	責
0x3D6	任
0x3D7	症
0x3D8	確
0x3D9	展
0x3DA	減
0x3DB	菊
0x3DC	操
0x3DD	増
0x3DE	暴
0x3DF	江
0x3E0	抜
0x3E1	援
0x3E2	効
0x3E3	視
0x3E4	際
0x3E5	称
0x3E6	総
0x3E7	宇
0x3E8	宙
0x3E9	限
0x3EA	非
0x3EB	処
0x3EC	縦
0x3ED	決
0x3EE	解
0x3EF	悟
